Taxon,SubGroup,Common Name,Scientific Name,Status(TBD),Locality,Source,Source Date,Notes,AphiaID,url,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified,Date Taxonomy Updated
Plantae,Rhodophyta,Chalky Coral Seaweed,Bossiella cretacea,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Bossiella sp.,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,Beauty Bush,Callithamnion pikeanum var. pikeanum,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Callophyllis edentata,Present,Kachemak_Bay,5,2003,NA,372545,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372545,"Kylin, 1925",accepted,NA,220,Species,372545,Callophyllis edentata,"Kylin, 1925",144047,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Callophyllis edentata Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372545 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372545,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Callophyllis flabellutata,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Callophyllis haenophylla,Present,Kachemak_Bay,5,2003,NA,372755,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372755,"Setchell, 1923",accepted,NA,220,Species,372755,Callophyllis haenophylla,"Setchell, 1923",144047,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Callophyllis haenophylla Setchell, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372755 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372755,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Staghorn Felt,Ceramium strictum,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Constantinea simplex,Present,Kachemak_Bay,5,2003,NA,372553,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372553,"Setchell, 1901",accepted,NA,220,Species,372553,Constantinea simplex,"Setchell, 1901",369518,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Constantinea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea simplex Setchell, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372553 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372553,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Cracked Saucer,Constantinea subulifera,Present,Kachemak_Bay,5,2003,NA,372171,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372171,"Setchell, 1906",accepted,NA,220,Species,372171,Constantinea subulifera,"Setchell, 1906",369518,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Constantinea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea subulifera Setchell, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372171 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372171,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Corallina frondescens,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,Graceful Coral Seaweed,Corallina vancouveriensis,Present,Kachemak_Bay,5,2003,NA,494902,https://www.marinespecies.org/aphia.php?p=taxdetails&id=494902,"Yendo, 1902",accepted,NA,220,Species,494902,Corallina vancouveriensis,"Yendo, 1902",144007,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina vancouveriensis Yendo, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494902 on 2024-01-24",urn:lsid:marinespecies.org:taxname:494902,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Cryptonemia borealis,Present,Kachemak_Bay,5,2003,NA,372556,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372556,"Kylin, 1925",accepted,NA,220,Species,372556,Cryptonemia borealis,"Kylin, 1925",144042,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia borealis Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372556 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372556,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Cryptonemia obovata,Present,Kachemak_Bay,5,2003,NA,372557,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372557,"J.Agardh, 1876",accepted,NA,220,Species,372557,Cryptonemia obovata,"J.Agardh, 1876",144042,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia obovata J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372557 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372557,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Bleached Brunette,Cryptosiphonia woodii,Present,Kachemak_Bay,5,2003,NA,372563,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372563,"(J.Agardh) J.Agardh, 1876",accepted,NA,220,Species,372563,Cryptosiphonia woodii,"(J.Agardh) J.Agardh, 1876",369539,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Cryptosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptosiphonia woodii (J.Agardh) J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372563 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372563,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Winged Rib,Delesseria decipens,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Devaleraea compressa,Present,Kachemak_Bay,5,2003,NA,373915,https://www.marinespecies.org/aphia.php?p=taxdetails&id=373915,"(Ruprecht) Selivanova & Klochkova, 1989",accepted,NA,220,Species,373915,Devaleraea compressa,"(Ruprecht) Selivanova & Klochkova, 1989",144216,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Devaleraea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Devaleraea compressa (Ruprecht) Selivanova & Klochkova, 1989. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373915 on 2024-01-24",urn:lsid:marinespecies.org:taxname:373915,1,NA,NA,NA,NA,exact,2019-04-10T08:28:44.473Z,2024-01-23
Plantae,Rhodophyta,NA,Devaleraea ramentacea,Present,Kachemak_Bay,5,2003,NA,145770,https://www.marinespecies.org/aphia.php?p=taxdetails&id=145770,"(Linnaeus) Guiry, 1982",accepted,NA,220,Species,145770,Devaleraea ramentacea,"(Linnaeus) Guiry, 1982",144216,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Devaleraea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Devaleraea ramentacea (Linnaeus) Guiry, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145770 on 2024-01-24",urn:lsid:marinespecies.org:taxname:145770,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Devaleraea aff. Yendoi,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,California Red Blade,Dilsea californica,Present,Kachemak_Bay,5,2003,NA,372565,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372565,"(J.Agardh) Kuntze, 1891",accepted,NA,220,Species,372565,Dilsea californica,"(J.Agardh) Kuntze, 1891",144031,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dilsea californica (J.Agardh) Kuntze, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372565 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372565,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Sea Moss,Endocladia muricata,Present,Kachemak_Bay,5,2003,NA,372566,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372566,"(Endlicher) J.Agardh, 1847",accepted,NA,220,Species,372566,Endocladia muricata,"(Endlicher) J.Agardh, 1847",369617,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae,Endocladia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Endocladia muricata (Endlicher) J.Agardh, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372566 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372566,1,NA,NA,NA,NA,exact,2019-07-10T06:19:37.743Z,2024-01-23
Plantae,Rhodophyta,Delicate Northern Sea Fan,Callophyllis cristata,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,Sea Sac/Dead Man’s Fingers,Halosaccion glandiforme,Present,Kachemak_Bay,5,2003,NA,372579,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372579,"(S.G.Gmelin) Ruprecht, 1850",accepted,NA,220,Species,372579,Halosaccion glandiforme,"(S.G.Gmelin) Ruprecht, 1850",146966,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Halosaccion,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosaccion glandiforme (S.G.Gmelin) Ruprecht, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372579 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372579,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Halymenia coccinea,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Heterosiphonia laxa,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,Rusty Rock,Hildenbrandia rubra,Present,Kachemak_Bay,5,2003,NA,145712,https://www.marinespecies.org/aphia.php?p=taxdetails&id=145712,"(Sommerfelt) Meneghini, 1841",accepted,NA,220,Species,145712,Hildenbrandia rubra,"(Sommerfelt) Meneghini, 1841",144191,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Hildenbrandia rubra (Sommerfelt) Meneghini, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145712 on 2024-01-24",urn:lsid:marinespecies.org:taxname:145712,1,1,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Kallymenia oblongifructa,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Kallymeniopsis lacera,Present,Kachemak_Bay,5,2003,NA,373774,https://www.marinespecies.org/aphia.php?p=taxdetails&id=373774,"(Postels & Ruprecht) Perestenko, 1977",accepted,NA,220,Species,373774,Kallymeniopsis lacera,"(Postels & Ruprecht) Perestenko, 1977",369810,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Kallymeniopsis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Kallymeniopsis lacera (Postels & Ruprecht) Perestenko, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373774 on 2024-01-24",urn:lsid:marinespecies.org:taxname:373774,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Rock Crust,Lithothamnion sp.,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Lithothrix aspergillum,Present,Kachemak_Bay,5,2003,NA,372598,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372598,"J.E.Gray, 1867",accepted,NA,220,Species,372598,Lithothrix aspergillum,"J.E.Gray, 1867",369846,Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithothrix,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Lithothrix aspergillum J.E.Gray, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372598 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372598,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Turkish Washcloth/Tar Spot/Grapestone/Sea Tar/Sea Film,Mastocarpus papillatus,Present,Kachemak_Bay,5,2003,NA,163258,https://www.marinespecies.org/aphia.php?p=taxdetails&id=163258,"(C.Agardh) Kützing, 1843",accepted,NA,220,Species,163258,Mastocarpus papillatus,"(C.Agardh) Kützing, 1843",144163,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mastocarpus papillatus (C.Agardh) Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163258 on 2024-01-24",urn:lsid:marinespecies.org:taxname:163258,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Iridescent Horn-of-Plenty,Mazzaella parksii,Present,Kachemak_Bay,5,2003,NA,376220,https://www.marinespecies.org/aphia.php?p=taxdetails&id=376220,"(Setchell & N.L.Gardner) Hughey, P.C.Silva & Hommersand, 2001",accepted,NA,220,Species,376220,Mazzaella parksii,"(Setchell & N.L.Gardner) Hughey, P.C.Silva & Hommersand, 2001",369878,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mazzaella parksii (Setchell & N.L.Gardner) Hughey, P.C.Silva & Hommersand, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=376220 on 2024-01-24",urn:lsid:marinespecies.org:taxname:376220,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Northern Mazza Weed,Mazzaella oregona,Present,Kachemak_Bay,5,2003,NA,376274,https://www.marinespecies.org/aphia.php?p=taxdetails&id=376274,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",accepted,NA,220,Species,376274,Mazzaella oregona,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",369878,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mazzaella oregona (Doty) Hughey, P.C.Silva & Hommersand, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=376274 on 2024-01-24",urn:lsid:marinespecies.org:taxname:376274,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Bering Membrane Wing,Membranoptera beringiana,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Membranoptera weeksiae,Present,Kachemak_Bay,5,2003,NA,372607,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372607,"Setchell & N.L.Gardner, 1926",accepted,NA,220,Species,372607,Membranoptera weeksiae,"Setchell & N.L.Gardner, 1926",143891,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Membranoptera,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Membranoptera weeksiae Setchell & N.L.Gardner, 1926. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372607 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372607,1,NA,NA,NA,NA,exact,2018-12-04T08:23:54.740Z,2024-01-23
Plantae,Rhodophyta,Coralline Crust,Mesophyllum lamellatum,Present,Kachemak_Bay,5,2003,NA,372609,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372609,"(Setchell & Foslie) W.H.Adey, 1970",accepted,NA,220,Species,372609,Mesophyllum lamellatum,"(Setchell & Foslie) W.H.Adey, 1970",144020,Plantae,Rhodophyta,Florideophyceae,Corallinales,Mesophyllumaceae,Mesophyllum,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mesophyllum lamellatum (Setchell & Foslie) W.H.Adey, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372609 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372609,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Coarse Sea Lace,Microcladia borealis,Present,Kachemak_Bay,5,2003,NA,372610,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372610,"Ruprecht, 1850",accepted,NA,220,Species,372610,Microcladia borealis,"Ruprecht, 1850",143848,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Microcladia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Microcladia borealis Ruprecht, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372610 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372610,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Northern Red Blade,Neodilsea borealis,Present,Kachemak_Bay,5,2003,NA,373956,https://www.marinespecies.org/aphia.php?p=taxdetails&id=373956,"(I.A.Abbott) S.C.Lindstrom, 1985",accepted,NA,220,Species,373956,Neodilsea borealis,"(I.A.Abbott) S.C.Lindstrom, 1985",204928,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea borealis (I.A.Abbott) S.C.Lindstrom, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373956 on 2024-01-24",urn:lsid:marinespecies.org:taxname:373956,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Neodilsea integra,Present,Kachemak_Bay,5,2003,NA,497990,https://www.marinespecies.org/aphia.php?p=taxdetails&id=497990,"(Kjellman) A.D.Zinova, 1961",accepted,NA,220,Species,497990,Neodilsea integra,"(Kjellman) A.D.Zinova, 1961",204928,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea integra (Kjellman) A.D.Zinova, 1961. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=497990 on 2024-01-24",urn:lsid:marinespecies.org:taxname:497990,1,NA,NA,NA,NA,exact,2018-12-06T08:17:34.413Z,2024-01-23
Plantae,Rhodophyta,Sea Fern,Neoptilota asplenioides,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,Black Pine,Neorhodomela larix,Present,Kachemak_Bay,5,2003,NA,372616,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372616,"(Turner) Masuda, 1982",accepted,NA,220,Species,372616,Neorhodomela larix,"(Turner) Masuda, 1982",369944,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela larix (Turner) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372616 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372616,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Oregon Pine,Neorhodomela oregona,Present,Kachemak_Bay,5,2003,NA,372473,https://www.marinespecies.org/aphia.php?p=taxdetails&id=372473,"(Doty) Masuda, 1982",accepted,NA,220,Species,372473,Neorhodomela oregona,"(Doty) Masuda, 1982",369944,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela oregona (Doty) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372473 on 2024-01-24",urn:lsid:marinespecies.org:taxname:372473,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,Sea Brush,Odonthalia floccose,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Rhodophyta,NA,Odonthalia kamtschatica,Present,Kachemak_Bay,5,2003,NA,373822,https://www.marinespecies.org/aphia.php?p=taxdetails&id=373822,"(Ruprecht) J.Agardh, 1863",accepted,NA,220,Species,373822,Odonthalia kamtschatica,"(Ruprecht) J.Agardh, 1863",143918,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia kamtschatica (Ruprecht) J.Agardh, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373822 on 2024-01-24",urn:lsid:marinespecies.org:taxname:373822,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z,2024-01-23
Plantae,Rhodophyta,NA,Odonthalia sp.,Present,Kachemak_Bay,5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
